found_at,company,title,location,url
2026-07-07T17:56:27.617551+00:00,Aggregator,CRM Manager,UK,https://www.adzuna.co.uk/jobs/land/ad/5789179662?se=vvmfJi168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=E75760DCF13BB710436F196EECD5DC88BD17AB2A
2026-07-07T17:56:27.617551+00:00,Aggregator,Marketing & Business Development Manager,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5791153940?se=BMAfJy168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=922090F92086833FC50FC59F6426AAA7A3E02089
2026-07-07T17:56:27.617551+00:00,Aggregator,Marketing Manager,"Central London, London",https://www.adzuna.co.uk/jobs/details/5764592215?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Marketing Manager (Brand & Corporate),"London, UK",https://www.adzuna.co.uk/jobs/details/5764536971?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Senior Marketing Specialist,"London, UK",https://www.adzuna.co.uk/jobs/details/5759903147?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Direct Marketing Executive,UK,https://www.adzuna.co.uk/jobs/details/5791104584?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Marketing Executive,"Manchester, Greater Manchester",https://www.adzuna.co.uk/jobs/details/5791080246?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Digital Marketing Executive Placement Programme No Experience Needed,"North West London, London",https://www.adzuna.co.uk/jobs/land/ad/5790765617?se=pGekKC168RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=318CB83309EAFEB1B039F3374ED59A05AE9609E5
2026-07-07T17:56:27.617551+00:00,Aggregator,Marketing Manager,"Farringdon, Central London",https://www.adzuna.co.uk/jobs/land/ad/5790221621?se=pGekKC168RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=A182E79EAF069CF00B860DA0540293E3FA68F407
2026-07-07T17:56:27.617551+00:00,Aggregator,Exhibition Marketing Manager,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5772683227?se=koEPKS168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=D1F28ECE156D78CC7A3AF8F061BA1B5A74506EE1
2026-07-07T17:56:27.617551+00:00,Aggregator,Partnerships Executive - Disney Destinations International (Fixed-term contract),UK,https://www.adzuna.co.uk/jobs/land/ad/5766801141?se=koEPKS168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=4D9E1A5EB59A6546556FDFD34757F4BD210F7EBA
2026-07-07T17:56:27.617551+00:00,Aggregator,"Digital Marketing Manager (Bilingual in English/Spanish), 12-months FTC","London, UK",https://www.adzuna.co.uk/jobs/details/5745453922?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Head of Marketing & Communications,UK,https://www.adzuna.co.uk/jobs/details/5743582700?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Ecommerce Executive,"Rusholme, Manchester",https://www.adzuna.co.uk/jobs/land/ad/5784144551?se=Xv2yKS168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=7BD826AA1C074525973DAD340B3768686E66E749
2026-07-07T17:56:27.617551+00:00,Aggregator,Head of Digital Marketing,"Hyde Park, Leeds",https://www.adzuna.co.uk/jobs/land/ad/5773754679?se=Xv2yKS168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=C23B6CF2257FE746931BB6157CCEDE0EBDF32286
2026-07-07T17:56:27.617551+00:00,Aggregator,eCommerce Trading Executive,"Salford, Greater Manchester",https://www.adzuna.co.uk/jobs/land/ad/5760143362?se=Xv2yKS168RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=33C03EBDA22172361969F2D53FF9E8B81220D6AA
2026-07-07T17:56:27.617551+00:00,Aggregator,eCommerce Trading Executive,"Salford, Greater Manchester",https://www.adzuna.co.uk/jobs/details/5760139108?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Senior Customer Marketing Manager - eCommerce,"London, UK",https://www.adzuna.co.uk/jobs/details/5759901986?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Senior CRM Specialist - Reebok,"London, UK",https://www.adzuna.co.uk/jobs/details/5757963671?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Head of PR & Corporate Communications,"West Midlands, UK",https://www.adzuna.co.uk/jobs/land/ad/5791189643?se=FN9RKi168RGQ3ei2eSKTnQ&utm_medium=api&utm_source=0635bd81&v=2C162C6311C68A3EFAA14621FA3705DD0C9B452F
2026-07-07T17:56:27.617551+00:00,Aggregator,Footwear Brand Manager,"London, UK",https://www.adzuna.co.uk/jobs/details/5791167779?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Luxury Brand Marketing & Events Associate,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5791101719?se=FN9RKi168RGQ3ei2eSKTnQ&utm_medium=api&utm_source=0635bd81&v=006AFACCBABEDB0D2401890DA445DDC5E33F7325
2026-07-07T17:56:27.617551+00:00,Aggregator,Marketing Manager - Dublin 8,UK,https://www.adzuna.co.uk/jobs/details/5787924929?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Interim Head of Brand,"Eastern England, UK",https://www.adzuna.co.uk/jobs/details/5787512376?utm_medium=api&utm_source=0635bd81
2026-07-07T17:56:27.617551+00:00,Aggregator,Communications & Marketing Executive - Dynamic law firm,London,https://www.reed.co.uk/jobs/communications-marketing-executive-dynamic-law-firm/57099358
2026-07-07T17:56:27.617551+00:00,Aggregator,Intapp Dealcloud CRM Systems Specialist - Global Law Firm,London,https://www.reed.co.uk/jobs/intapp-dealcloud-crm-systems-specialist-global-law-firm/57098004
2026-07-07T17:56:27.617551+00:00,Aggregator,Senior BD & Marketing Executive - Tech/Media Savvy law firm!,London,https://www.reed.co.uk/jobs/senior-bd-marketing-executive-tech-media-savvy-law-firm/57099365
2026-07-07T17:56:27.617551+00:00,Aggregator,Senior Partnerships Manager,London,https://www.reed.co.uk/jobs/senior-partnerships-manager/57097950
2026-07-07T17:56:27.617551+00:00,Aggregator,Head of Intermediaries and Partnerships,Manchester,https://www.reed.co.uk/jobs/head-of-intermediaries-and-partnerships/57098952
2026-07-07T17:56:27.617551+00:00,Aggregator,Ecommerce Manager,London,https://www.reed.co.uk/jobs/ecommerce-manager/57097094
2026-07-08T09:24:14.976976+00:00,Aggregator,Senior Brand and Marketing Manager,"Spitalfields, East London",https://www.adzuna.co.uk/jobs/details/5791432744?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Head of Brand,"Manchester, Greater Manchester",https://www.adzuna.co.uk/jobs/details/5791140276?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Brand Marketing Assistant,"Farringdon, Central London",https://www.adzuna.co.uk/jobs/land/ad/5791101723?se=PpHIvq568RG03Ppkw5k26w&utm_medium=api&utm_source=0635bd81&v=D4FACDEEDD8414F2381AD56E79109C37EBD62EA4
2026-07-08T09:24:14.976976+00:00,Aggregator,Luxury Brand Marketing & Events Associate,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5791101719?se=PpHIvq568RG03Ppkw5k26w&utm_medium=api&utm_source=0635bd81&v=006AFACCBABEDB0D2401890DA445DDC5E33F7325
2026-07-08T09:24:14.976976+00:00,Aggregator,Head of Brand & Marketing,"Stockport, Greater Manchester",https://www.adzuna.co.uk/jobs/details/5790312064?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Marketing Lead,"Edinburgh, Scotland",https://www.adzuna.co.uk/jobs/details/5790227294?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Brand Manager - Adult Socialising Brands: Fentimans,"London, UK",https://www.adzuna.co.uk/jobs/details/5790065889?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Brand Manager - Adult Socialising Brands: Fentimans,UK,https://www.adzuna.co.uk/jobs/details/5790065890?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Brand Marketing Manager,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5789971127?se=PpHIvq568RG03Ppkw5k26w&utm_medium=api&utm_source=0635bd81&v=D4884A20C4FB1A4D565C014F8CCA3BB29425EDB0
2026-07-08T09:24:14.976976+00:00,Aggregator,CRM Manager,UK,https://www.adzuna.co.uk/jobs/land/ad/5789179662?se=0O6Mv6568RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=E75760DCF13BB710436F196EECD5DC88BD17AB2A
2026-07-08T09:24:14.976976+00:00,Aggregator,CRM Builder & Voyado Specialist,"South East London, London",https://www.adzuna.co.uk/jobs/land/ad/5777193841?se=0O6Mv6568RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=1C1398A3C6A13142071167722598F9EC548BF410
2026-07-08T09:24:14.976976+00:00,Aggregator,Marketing Executive,"Bolton, Greater Manchester",https://www.adzuna.co.uk/jobs/details/5791975182?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,CRM Manager,UK,https://www.adzuna.co.uk/jobs/land/ad/5789179662?se=ADsawK568RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=E75760DCF13BB710436F196EECD5DC88BD17AB2A
2026-07-08T09:24:14.976976+00:00,Aggregator,Senior BD & Marketing Executive - Tech/Media Savvy law firm!,"London, UK",https://www.adzuna.co.uk/jobs/details/5791269410?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Client Development Associate,"London, UK",https://www.adzuna.co.uk/jobs/details/5791240364?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Marketing & Business Development Manager,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5791153940?se=gLHSwK568RGvQ_PaPknH1g&utm_medium=api&utm_source=0635bd81&v=922090F92086833FC50FC59F6426AAA7A3E02089
2026-07-08T09:24:14.976976+00:00,Aggregator,Swedish speaking Finance Graduate Client Service Associate,"London, UK",https://www.adzuna.co.uk/jobs/details/5791612865?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Trainee Digital Marketing Manager | No experience needed (Ref: 6901),"London, UK",https://www.adzuna.co.uk/jobs/details/5791975337?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Digital Content Officer,"Balsall Heath, Birmingham",https://www.adzuna.co.uk/jobs/land/ad/5791293211?se=yirLw6568RGupb8AMX6CVw&utm_medium=api&utm_source=0635bd81&v=1C3AA5ACC82106AE07F373402BF8E6850AE4B73B
2026-07-08T09:24:14.976976+00:00,Aggregator,Marketing Events Executive,"London, UK",https://www.adzuna.co.uk/jobs/details/5791260534?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Communications & Marketing Executive - Dynamic law firm,"London, UK",https://www.adzuna.co.uk/jobs/details/5791254982?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Marketing Executive,"London, UK",https://www.adzuna.co.uk/jobs/details/5791242255?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,French speaking Marketing Executive,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5791209954?se=yirLw6568RGupb8AMX6CVw&utm_medium=api&utm_source=0635bd81&v=A16648463F9B0D1E5B0F46FC23B991451D3CE4C3
2026-07-08T09:24:14.976976+00:00,Aggregator,Senior Manager – Global Partnership Marketing,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5783540469?se=kF3bxK568RG03Ppkw5k26w&utm_medium=api&utm_source=0635bd81&v=7295F5EC8176633DAE99A0F0450066B1828B2FD6
2026-07-08T09:24:14.976976+00:00,Aggregator,Exhibition Marketing Manager,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5772683227?se=kF3bxK568RG03Ppkw5k26w&utm_medium=api&utm_source=0635bd81&v=D1F28ECE156D78CC7A3AF8F061BA1B5A74506EE1
2026-07-08T09:24:14.976976+00:00,Aggregator,Partnerships Executive - Disney Destinations International (Fixed-term contract),UK,https://www.adzuna.co.uk/jobs/land/ad/5766801141?se=kF3bxK568RG03Ppkw5k26w&utm_medium=api&utm_source=0635bd81&v=4D9E1A5EB59A6546556FDFD34757F4BD210F7EBA
2026-07-08T09:24:14.976976+00:00,Aggregator,Chief Growth & Marketing Officer,"Waterloo, South East London",https://www.adzuna.co.uk/jobs/details/5791593883?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Ecommerce Executive,"Rusholme, Manchester",https://www.adzuna.co.uk/jobs/land/ad/5784144551?se=XtvUxa568RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=7BD826AA1C074525973DAD340B3768686E66E749
2026-07-08T09:24:14.976976+00:00,Aggregator,Head of Digital Marketing,"Hyde Park, Leeds",https://www.adzuna.co.uk/jobs/land/ad/5773754679?se=XtvUxa568RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=C23B6CF2257FE746931BB6157CCEDE0EBDF32286
2026-07-08T09:24:14.976976+00:00,Aggregator,eCommerce Trading Executive,"Salford, Greater Manchester",https://www.adzuna.co.uk/jobs/land/ad/5760143362?se=XtvUxa568RGeHY1Elccfvg&utm_medium=api&utm_source=0635bd81&v=33C03EBDA22172361969F2D53FF9E8B81220D6AA
2026-07-08T09:24:14.976976+00:00,Aggregator,ECommerce Acceleration Manager (Marketplaces - Amazon/Zalando) - Hybrid,"Borough, South East London",https://www.adzuna.co.uk/jobs/details/5791524926?utm_medium=api&utm_source=0635bd81
2026-07-08T09:24:14.976976+00:00,Aggregator,Head of PR & Corporate Communications,"West Midlands, UK",https://www.adzuna.co.uk/jobs/land/ad/5791189643?se=XJaixq568RGupb8AMX6CVw&utm_medium=api&utm_source=0635bd81&v=2C162C6311C68A3EFAA14621FA3705DD0C9B452F
2026-07-08T09:24:14.976976+00:00,Aggregator,Luxury Brand Marketing & Events Associate,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5791101719?se=XJaixq568RGupb8AMX6CVw&utm_medium=api&utm_source=0635bd81&v=006AFACCBABEDB0D2401890DA445DDC5E33F7325
2026-07-08T09:24:14.976976+00:00,Aggregator,Ecommerce Account Executive,London,https://www.reed.co.uk/jobs/ecommerce-account-executive/57100814
2026-07-08T09:24:14.976976+00:00,Aggregator,Marketing Analyst,London,https://www.reed.co.uk/jobs/marketing-analyst/57014160
